desktop,Name[zh_TW],GenericName[zh_TW],Comment[zh_TW],Name[zh_CN],GenericName[zh_CN],Comment[zh_CN],Name,Name[zh_HK],GenericName[zh_HK],Comment[zh_HK],Categories
firefox.desktop,網頁瀏覽_Firefox,提供更有效率、更安全、更個人化的瀏覽體驗 ,網頁瀏覽_Firefox,网页浏览_Firefox,提供更有效率、更安全、更个人化的浏览体验,网页浏览_Firefox,Browser_Firefox,網頁瀏覽_Firefox,提供更有效率、更安全、更個人化的瀏覽體驗 ,網頁瀏覽_Firefox,Network;
chromium-browser.desktop,網頁瀏覽_Chromium,由 Google 開發的網頁瀏覽器,網頁瀏覽_Chromium,网页浏览_Chromium,由Google开发的网页浏览器,网页浏览_Chromium,Browser_Chromium,網頁瀏覽_Chromium,由 Google 開發的網頁瀏覽器,網頁瀏覽_Chromium,Network;
chromium.desktop,網頁瀏覽_Chromium,由 Google 開發的網頁瀏覽器,網頁瀏覽_Chromium,网页浏览_Chromium,由Google开发的网页浏览器,网页浏览_Chromium,Browser_Chromium,網頁瀏覽_Chromium,由 Google 開發的網頁瀏覽器,網頁瀏覽_Chromium,Network;
google-chrome.desktop,網頁瀏覽_Chrome,由 Google 開發的網頁瀏覽器,網頁瀏覽_Chrome,网页浏览_Chrome,由Google开发的网页浏览器,网页浏览_Chrome,Browser_Chrome,網頁瀏覽_Chrome,由 Google 開發的網頁瀏覽器,網頁瀏覽_Chrome,Network;
konqbrowser.desktop,網頁瀏覽_Konqueror,可以當檔案總管以及網頁瀏覽器的軟體,網頁瀏覽_Konqueror,网页浏览_Konqueror,可以当文件总管以及网页浏览器的软件,网页浏览_Konqueror,Browser_Konqueror,網頁瀏覽_Konqueror,可以當檔案總管以及網頁瀏覽器的軟體,網頁瀏覽_Konqueror,Network;
pcmanx.desktop,BBS連線_PCMan X BBS ,常用的 BBS 連線軟體,BBS連線_PCMan X BBS ,BBS连接_PCManXBBS,常用的BBS连接软件,BBS连接_PCManXBBS,BBSClient_PCMan X BBS ,BBS連線_PCMan X BBS ,常用的 BBS 連線軟體,BBS連線_PCMan X BBS ,Network;
BlueGriffon-program.desktop,網頁設計_BlueGriffon,讓您可以快速編輯簡單的HTML或動態HTML網頁 ,網頁設計_BlueGriffon,网页设计_BlueGriffon,让您可以快速编辑简单的HTML或动态HTML网页,网页设计_BlueGriffon,WebpageDesign_BlueGriffon,網頁設計_BlueGriffon,讓您可以快速編輯簡單的HTML或動態HTML網頁 ,網頁設計_BlueGriffon,Network;
kompozer.desktop,網頁設計_KompoZer,讓您可以快速編輯簡單的HTML或動態HTML網頁 ,網頁設計_KompoZer,网页设计_KompoZer,让您可以快速编辑简单的HTML或动态HTML网页,网页设计_KompoZer,WebpageDesign_KompoZer,網頁設計_KompoZer,讓您可以快速編輯簡單的HTML或動態HTML網頁 ,網頁設計_KompoZer,Network;
dropbox.desktop,雲端服務_Dropbox,可以讓你在不同電腦及行動載具間同步檔案進度的雲端軟體,雲端服務_Dropbox,云端服务_Dropbox,可以让你在不同计算机及行动载具间同步文件进度的云端软件,云端服务_Dropbox,CloudStorage_Dropbox,雲端服務_Dropbox,可以讓你在不同電腦及行動載具間同步檔案進度的雲端軟體,雲端服務_Dropbox,Network;
akregator.desktop,RSS閱讀器_Akregator,方便實用的 RSS 閱讀器,RSS閱讀器_Akregator,RSS阅读器_Akregator,方便实用的RSS阅读器,RSS阅读器_Akregator,RSSReader_Akregator,RSS閱讀器_Akregator,方便實用的 RSS 閱讀器,RSS閱讀器_Akregator,Network;
quiterss.desktop,RSS閱讀器_Quiterss,方便實用的 RSS 閱讀器,RSS閱讀器_Quiterss,RSS阅读器_Quiterss,方便实用的RSS阅读器,RSS阅读器_Quiterss,RSSReader_Quiterss,RSS閱讀器_Quiterss,方便實用的 RSS 閱讀器,RSS閱讀器_Quiterss,Network;
org.kde.akregator.desktop,RSS閱讀器_Akregator,方便實用的 RSS 閱讀器,RSS閱讀器_Akregator,RSS阅读器_Akregator,方便实用的RSS阅读器,RSS阅读器_Akregator,RSSReader_Akregator,RSS閱讀器_Akregator,方便實用的 RSS 閱讀器,RSS閱讀器_Akregator,Network;
ktorrent.desktop,BT下載_Ktorrent,可透過 BitTorrent 協定來下載和分享檔案 ,BT下載_Ktorrent,BT下载_Ktorrent,可通过BitTorrent协议来下载和分享文件,BT下载_Ktorrent,BitTorrent_Ktorrent,BT下載_Ktorrent,可透過 BitTorrent 協定來下載和分享檔案 ,BT下載_Ktorrent,Network;
filezilla.desktop,檔案傳輸_FileZilla,Linux 下常用的 FTP 檔案傳輸工具 ,檔案傳輸_FileZilla,文件传输_FileZilla,Linux下常用的FTP文件传输工具,文件传输_FileZilla,FileTransfer_FileZilla,檔案傳輸_FileZilla,Linux 下常用的 FTP 檔案傳輸工具 ,檔案傳輸_FileZilla,Network;
pidgin.desktop,即時通訊_Pidgin,讓您可以透過即時通訊與好友聊天，支援 AIM、Google Talk、Jabber/XMPP、MSN、Yahoo 等,即時通訊_Pidgin,即时通讯_Pidgin,让您可以通过即时通讯与好友聊天，支持AIM、GoogleTalk、Jabber/XMPP、MSN、Yahoo等,即时通讯_Pidgin,InstantMessenger_Pidgin,即時通訊_Pidgin,讓您可以透過即時通訊與好友聊天，支援 AIM、Google Talk、Jabber/XMPP、MSN、Yahoo 等,即時通訊_Pidgin,Network;
kopete.desktop,即時通訊_Kopete,即時訊息客戶端程式,即時通訊_Kopete,即时通讯_Kopete,即时消息客户端程序,即时通讯_Kopete,InstantMessenger_Kopete,即時通訊_Kopete,即時訊息客戶端程式,即時通訊_Kopete,Network;
emesene.desktop,即時通訊_Emesene,一套適用於 Windows Live Messenge 的即時通訊軟體 ,即時通訊_Emesene,即时通讯_Emesene,一套适用于WindowsLiveMessenge的即时通讯软件,即时通讯_Emesene,InstantMessenger_Emesene,即時通訊_Emesene,一套適用於 Windows Live Messenge 的即時通訊軟體 ,即時通訊_Emesene,Network;
ekiga.desktop,網路電話_Ekiga,Linux 下常用的網路電話軟體,網路電話_Ekiga,网络电话_Ekiga,Linux下常用的网络电话软件,网络电话_Ekiga,IPPhone_Ekiga,網路電話_Ekiga,Linux 下常用的網路電話軟體,網路電話_Ekiga,Network;
Kppp.desktop,網路連線_KPPP,數據機和網路撥號程式,網路連線_KPPP,网络连接_KPPP,调制解调器和网络拨号程序,网络连接_KPPP,PPP_KPPP,網路連線_KPPP,數據機和網路撥號程式,網路連線_KPPP,Network;
bluedevil-monolithic.desktop,藍芽連線_BlueDevil,KDE 內建的藍芽傳輸軟體,藍芽連線_BlueDevil,蓝牙连接_BlueDevil,KDE内置的蓝芽传输软件,蓝牙连接_BlueDevil,BlueTooth_BlueDevil,藍芽連線_BlueDevil,KDE 內建的藍芽傳輸軟體,藍芽連線_BlueDevil,Network;
extras-nitroshare.desktop,連線分享_Nitroshare,跨平台區域網路檔案分享軟體,連線分享_Nitroshare,连接分享_Nitroshare,跨平台局域网文件分享软件,连接分享_Nitroshare,NetworkShare_Nitroshare,連線分享_Nitroshare,跨平台區域網路檔案分享軟體,連線分享_Nitroshare,Network;
remmina.desktop,遠端連線_Remmina,遠端桌面的連線軟體，功能類似 TeamViewer,遠端連線_Remmina,远程连接_Remmina,远程桌面的连接软件，功能类似TeamViewer,远程连接_Remmina,Network_Remmina,遠端連線_Remmina,遠端桌面的連線軟體，功能類似 TeamViewer,遠端連線_Remmina,Network;
org.kde.krdc.desktop,遠端桌面_Krdc,遠端桌面的連線軟體，功能類似 TeamViewer,遠端桌面_Krdc,远程桌面_Krdc,远程桌面的连接软件，功能类似TeamViewer,远程桌面_Krdc,Network_Krdc,遠端桌面_Krdc,遠端桌面的連線軟體，功能類似 TeamViewer,遠端桌面_Krdc,Network;
skype.desktop,即時通訊_Skype,知名的網路語音通話軟體,即時通訊_Skype,即时通讯_Skype,知名的网络语音通话软件,即时通讯_Skype,InstantMessenger_Skype,即時通訊_Skype,知名的網路語音通話軟體,即時通訊_Skype,Network;
evolution.desktop,郵件管理_Evolution,集合電子郵件，行事曆與工作排程等功能的郵件管理軟體,郵件管理_Evolution,邮件管理_Evolution,集合电子邮件，行事历与工作调度等功能的邮件管理软件,邮件管理_Evolution,Mail_Evolution,郵件管理_Evolution,集合電子郵件，行事曆與工作排程等功能的郵件管理軟體,郵件管理_Evolution,Network;
gftp.desktop,檔案傳輸_gFTP,FTP檔案傳輸軟體 ,檔案傳輸_gFTP,文件传输_gFTP,FTP文件传输软件,文件传输_gFTP,FileTransfer_gFTP,檔案傳輸_gFTP,FTP檔案傳輸軟體 ,檔案傳輸_gFTP,Network;
meiga.desktop,檔案分享_Meiga,透過 Meiga 可以輕易做到類似網路上的芳鄰來分享檔案,檔案分享_Meiga,文件分享_Meiga,通过Meiga可以轻易做到类似网络上的芳邻来分享文件,文件分享_Meiga,FileSharing_Meiga,檔案分享_Meiga,透過 Meiga 可以輕易做到類似網路上的芳鄰來分享檔案,檔案分享_Meiga,Network;
pppoeconf.desktop,網路連線_pppoeconf,連線設定工具,網路連線_pppoeconf,网络连接_pppoeconf,连接设置工具,网络连接_pppoeconf,PPP_pppoeconf,網路連線_pppoeconf,連線設定工具,網路連線_pppoeconf,Network;
miro.desktop,網路電視_Miro,Miro 是一套內含 Mozilla 瀏覽器及VLC 播放軟體的跨平台影音播放軟體,網路電視_Miro,网络电视_Miro,Miro是一套内含Mozilla瀏覽器及VLC播放軟體的跨平台影音播放軟體,网络电视_Miro,WebTV_Miro,網路電視_Miro,Miro 是一套內含 Mozilla 瀏覽器及VLC 播放軟體的跨平台影音播放軟體,網路電視_Miro,Network;
iptux.desktop,區域分享_iptux,區域網際網路通訊工具,區域分享_iptux,本地分享_iptux,本地国际互联网通讯工具,本地分享_iptux,Network_iptux,區域分享_iptux,區域網際網路通訊工具,區域分享_iptux,Network;
wireshark.desktop,分析程式_Wireshark,抓網路封包必備的工具軟體,分析程式_Wireshark,分析程序_Wireshark,抓网络封包必备的工具软件,分析程序_Wireshark,Network_Wireshark,分析程式_Wireshark,抓網路封包必備的工具軟體,分析程式_Wireshark,Network;
transmission.desktop,Bt下載_Transmission,可透過 BitTorrent 協定來下載和分享檔案 ,Bt下載_Transmission,Bt下载_Transmission,可通过BitTorrent协议来下载和分享文件,Bt下载_Transmission,Bittorrent_Transmission,Bt下載_Transmission,可透過 BitTorrent 協定來下載和分享檔案 ,Bt下載_Transmission,Network;
transmission-gtk.desktop,Bt下載_Transmission,可透過 BitTorrent 協定來下載和分享檔案 ,Bt下載_Transmission,Bt下载_Transmission,可通过BitTorrent协议来下载和分享文件,Bt下载_Transmission,Bittorrent_Transmission,Bt下載_Transmission,可透過 BitTorrent 協定來下載和分享檔案 ,Bt下載_Transmission,Network;
tsclient.desktop,終端伺服器客戶端,遠端連線程式,終端伺服器客戶端,终端服务器客户端,远程连接程序,终端服务器客户端,Terminal Server,終端伺服器客戶端,遠端連線程式,終端伺服器客戶端,Network;
thunderbird.desktop,郵件管理_Thunderbird,一套歷久彌新的郵件管理軟體,郵件管理_Thunderbird,邮件管理_Thunderbird,邮件管理软件,邮件管理_Thunderbird,Mail_Thunderbird,郵件管理_Thunderbird,一套歷久彌新的郵件管理軟體,郵件管理_Thunderbird,Network;
#,免費軟體_TeamViewer,一個方便好用的遠端電腦連線軟體,免費軟體_TeamViewer,免费软件_TeamViewer,一个方便好用的远程计算机连接软件,免费软件_TeamViewer,RemoteDesktop_TeamViewer,免費軟體_TeamViewer,一個方便好用的遠端電腦連線軟體,免費軟體_TeamViewer,Network;
#遊戲,,,,,,,,,,,
blinken.desktop,記憶遊戲_Blinken,訓練記憶力的小遊戲,記憶遊戲_Blinken,记忆游戏_Blinken,训练记忆力的小游戏,记忆游戏,MemoryGame_Blinken,記憶遊戲_Blinken,訓練記憶力的小遊戲,記憶遊戲_Blinken,Game;
org.kde.blinken.desktop,記憶遊戲_Blinken,訓練記憶力的小遊戲,記憶遊戲_Blinken,记忆游戏_Blinken,训练记忆力的小游戏,记忆游戏,MemoryGame_Blinken,記憶遊戲_Blinken,訓練記憶力的小遊戲,記憶遊戲_Blinken,Game;
picmi.desktop,邏輯遊戲_Picmi,訓練邏輯能力的小遊戲,邏輯遊戲_Picmi,逻辑游戏_Picmi,训练逻辑能力的小游戏,逻辑游戏_Picmi,LogicGame_Picmi,邏輯遊戲_Picmi,訓練邏輯能力的小遊戲,邏輯遊戲_Picmi,Game;
org.kde.picmi.desktop,邏輯遊戲_Picmi,訓練邏輯能力的小遊戲,邏輯遊戲_Picmi,逻辑游戏_Picmi,训练逻辑能力的小游戏,逻辑游戏_Picmi,LogicGame_Picmi,邏輯遊戲_Picmi,訓練邏輯能力的小遊戲,邏輯遊戲_Picmi,Game;
granatier.desktop,炸彈超人_Granatier,類似炸彈超人的遊戲,炸彈超人_Granatier,炸弹超人_Granatier,类似炸弹超人的游戏,炸弹超人_Granatier,Game_Granatier,炸彈超人_Granatier,類似炸彈超人的遊戲,炸彈超人_Granatier,Game;
tuxtype.desktop,打字遊戲_Tux Typing,適合小朋友及電腦初學者練習打字的遊戲軟體,打字遊戲_Tux Typing,打字游戏_TuxTyping,适合小朋友及计算机初学者练习打字的游戏软件,打字游戏_TuxTyping,TypingGame_Tux Typing,打字遊戲_Tux Typing,適合小朋友及電腦初學者練習打字的遊戲軟體,打字遊戲_Tux Typing,Game;
tuxmath.desktop,數學遊戲_TuxMath,練習數學加減乘除的遊戲,數學遊戲_TuxMath,数学游戏_TuxMath,练习数学加减乘除的游戏,数学游戏_TuxMath,MathGame_TuxMath,數學遊戲_TuxMath,練習數學加減乘除的遊戲,數學遊戲_TuxMath,Game;
ksudoku.desktop,數獨遊戲_KSudoku,數獨遊戲,數獨遊戲_KSudoku,数独游戏_KSudoku,数独游戏,数独游戏_KSudoku,Sudoku_KSudoku,數獨遊戲_KSudoku,數獨遊戲,數獨遊戲_KSudoku,Game;
org.kde.ksudoku.desktop,數獨遊戲_KSudoku,數獨遊戲,數獨遊戲_KSudoku,数独游戏_KSudoku,数独游戏,数独游戏_KSudoku,Sudoku_KSudoku,數獨遊戲_KSudoku,數獨遊戲,數獨遊戲_KSudoku,Game;
gnome-sudoku.desktop,數獨遊戲_gnome-sudoku,透過數字格子題目來訓練邏輯能力的遊戲,數獨遊戲_gnome-sudoku,数独游戏_gnome-sudoku,通过数字格子题目来训练逻辑能力的游戏,数独游戏_gnome-sudoku,Sudoku_gnome-sudoku,數獨遊戲_gnome-sudoku,透過數字格子題目來訓練邏輯能力的遊戲,數獨遊戲_gnome-sudoku,Game;
pingus.desktop,企鵝歷險_Pingus,拯救題目要求的企鵝數量即可過關，是訓練邏輯思考的遊戲,企鵝歷險_Pingus,企鹅历险_Pingus,拯救题目要求的企鹅数量即可过关，是训练逻辑思考的游戏,企鹅历险_Pingus,Adventure_Pingus,企鵝歷險_Pingus,拯救題目要求的企鵝數量即可過關，是訓練邏輯思考的遊戲,企鵝歷險_Pingus,Game;
supertux2.desktop,超級企鵝_SuperTux,類似瑪琍歐的闖關遊戲,超級企鵝_SuperTux,超级企鹅_SuperTux,类似玛琍欧的闯关游戏,超级企鹅_SuperTux,Game_SuperTux,超級企鵝_SuperTux,類似瑪琍歐的闖關遊戲,超級企鵝_SuperTux,Game;
supertuxkart.desktop,賽車遊戲_Supertuxkart,3D賽車遊戲,賽車遊戲_Supertuxkart,赛车游戏_Supertuxkart,3D赛车游戏,赛车游戏_Supertuxkart,CarRacing_Supertuxkart,賽車遊戲_Supertuxkart,3D賽車遊戲,賽車遊戲_Supertuxkart,Game;
kapman.desktop,小精靈_Kapman,吃掉所有的豆子，並設法逃避小精靈的追捕，你就可以過關囉！,小精靈_Kapman,小向导_Kapman,吃掉所有的豆子，并设法逃避小向导的追捕，你就可以过关罗！,小向导_Kapman,Pacman_Kapman,小精靈_Kapman,吃掉所有的豆子，並設法逃避小精靈的追捕，你就可以過關囉！,小精靈_Kapman,Game;
KGoldrunner.desktop,闖關遊戲_KGoldrunner ,尋找金塊，躲避敵人，並解謎，就可以成功闖關！,闖關遊戲_KGoldrunner ,闯关游戏_KGoldrunner,寻找金块，躲避敌人，并解谜，就可以成功闯关！,闯关游戏_KGoldrunner,Game_KGoldrunner ,闖關遊戲_KGoldrunner ,尋找金塊，躲避敵人，並解謎，就可以成功闖關！,闖關遊戲_KGoldrunner ,Game;
frozen-bubble.desktop,泡泡龍_Frozen-Bubble,射完所有泡泡即可過關，是練習思考及反應力的遊戲,泡泡龍_Frozen-Bubble,泡泡龙_Frozen-Bubble,射完所有泡泡即可过关，是练习思考及反应力的游戏,泡泡龙_Frozen-Bubble,Game_Frozen-Bubble,泡泡龍_Frozen-Bubble,射完所有泡泡即可過關，是練習思考及反應力的遊戲,泡泡龍_Frozen-Bubble,Game;
klickety.desktop,棋盤遊戲_Klickety,棋盤遊戲,棋盤遊戲_Klickety,棋盘游戏_Klickety,棋盘游戏,棋盘游戏_Klickety,BoardGame_Klickety,棋盤遊戲_Klickety,棋盤遊戲,棋盤遊戲_Klickety,Game;
kdiamond.desktop,寶石方塊_KDiamond ,把三個相同的寶石連成一線即可得分,寶石方塊_KDiamond ,宝石方块_KDiamond,把三个相同的宝石连成一线即可得分,宝石方块_KDiamond,Game_KDiamond ,寶石方塊_KDiamond ,把三個相同的寶石連成一線即可得分,寶石方塊_KDiamond ,Game;
ksame.desktop,棋盤遊戲_SameGame,棋盤遊戲,棋盤遊戲_SameGame,棋盘游戏_SameGame,棋盘游戏,棋盘游戏_SameGame,BoardGame_SameGame,棋盤遊戲_SameGame,棋盤遊戲,棋盤遊戲_SameGame,Game;
kblocks.desktop,俄羅斯方塊_KBlocks,將方塊消除即可得分，是訓練思考及反應力的遊戲,俄羅斯方塊_KBlocks,俄罗斯方块_KBlocks,将方块消除即可得分，是训练思考及反应力的游戏,俄罗斯方块_KBlocks,Tetris_KBlocks,俄羅斯方塊_KBlocks,將方塊消除即可得分，是訓練思考及反應力的遊戲,俄羅斯方塊_KBlocks,Game;
org.kde.kblocks.desktop,俄羅斯方塊_KBlocks,將方塊消除即可得分，是訓練思考及反應力的遊戲,俄羅斯方塊_KBlocks,俄罗斯方块_KBlocks,将方块消除即可得分，是训练思考及反应力的游戏,俄罗斯方块_KBlocks,Tetris_KBlocks,俄羅斯方塊_KBlocks,將方塊消除即可得分，是訓練思考及反應力的遊戲,俄羅斯方塊_KBlocks,Game;
palapeli.desktop,拼圖遊戲_Palapeli,拼圖遊戲,拼圖遊戲_Palapeli,拼图游戏_Palapeli,拼图游戏,拼图游戏_Palapeli,Puzzle_Palapeli,拼圖遊戲_Palapeli,拼圖遊戲,拼圖遊戲_Palapeli,Game;
org.kde.palapeli.desktop,拼圖遊戲_Palapeli,拼圖遊戲,拼圖遊戲_Palapeli,拼图游戏_Palapeli,拼图游戏,拼图游戏_Palapeli,Puzzle_Palapeli,拼圖遊戲_Palapeli,拼圖遊戲,拼圖遊戲_Palapeli,Game;
kubrick.desktop,魔術方塊_Kubrick,立體魔術方塊遊戲,魔術方塊_Kubrick,魔术方块_Kubrick,立体魔术方块游戏,魔术方块_Kubrick,RubikCube_Kubrick,魔術方塊_Kubrick,立體魔術方塊遊戲,魔術方塊_Kubrick,Game;
org.kde.kubrick.desktop,魔術方塊_Kubrick,立體魔術方塊遊戲,魔術方塊_Kubrick,魔术方块_Kubrick,立体魔术方块游戏,魔术方块_Kubrick,RubikCube_Kubrick,魔術方塊_Kubrick,立體魔術方塊遊戲,魔術方塊_Kubrick,Game;
ksquares.desktop,連線方塊_KSquares,將線連起來組成方塊,連線方塊_KSquares,连接方块_KSquares,将线连起来组成方块,连接方块_KSquares,Game_KSquares,連線方塊_KSquares,將線連起來組成方塊,連線方塊_KSquares,Game;
org.kde.ksquares.desktop,連線方塊_KSquares,將線連起來組成方塊,連線方塊_KSquares,连接方块_KSquares,将线连起来组成方块,连接方块_KSquares,Game_KSquares,連線方塊_KSquares,將線連起來組成方塊,連線方塊_KSquares,Game;
knetwalk.desktop,連線大師_KNetWalk,透過不同管線連接的方式傳送電源給電腦的益智小遊戲,連線大師_KNetWalk,连接大师_KNetWalk,通过不同流水线连接的方式传送电源给计算机的益智小游戏,连接大师_KNetWalk,Game_KNetWalk,連線大師_KNetWalk,透過不同管線連接的方式傳送電源給電腦的益智小遊戲,連線大師_KNetWalk,Game;
org.kde.knetwalk.desktop,連線大師_KNetWalk,透過不同管線連接的方式傳送電源給電腦的益智小遊戲,連線大師_KNetWalk,连接大师_KNetWalk,通过不同流水线连接的方式传送电源给计算机的益智小游戏,连接大师_KNetWalk,Game_KNetWalk,連線大師_KNetWalk,透過不同管線連接的方式傳送電源給電腦的益智小遊戲,連線大師_KNetWalk,Game;
knetwork.desktop,連線大師_knetwork,透過不同管線連接的方式傳送電源給電腦的益智小遊戲,連線大師_knetwork,连接大师_knetwork,通过不同流水线连接的方式传送电源给计算机的益智小游戏,连接大师_knetwork,Game_knetwork,連線大師_knetwork,透過不同管線連接的方式傳送電源給電腦的益智小遊戲,連線大師_knetwork,Game;
klines.desktop,連線遊戲_Kolor Lines,色彩連線益智遊戲,連線遊戲_Kolor Lines,连接游戏_KolorLines,色彩连接益智游戏,连接游戏_KolorLines,Game_Kolor Lines,連線遊戲_Kolor Lines,色彩連線益智遊戲,連線遊戲_Kolor Lines,Game;
kmines.desktop,踩地雷_KMines,踩地雷遊戲,踩地雷_KMines,踩地雷_KMines,踩地雷游戏,踩地雷_KMines,Game_KMines,踩地雷_KMines,踩地雷遊戲,踩地雷_KMines,Game;
katomic.desktop,倉庫番_KAtomic,倉庫番式的智力遊戲,倉庫番_KAtomic,仓库番_KAtomic,仓库番式的智力游戏,仓库番_KAtomic,Sokoban_KAtomic,倉庫番_KAtomic,倉庫番式的智力遊戲,倉庫番_KAtomic,Game;
org.kde.katomic.desktop,倉庫番_KAtomic,倉庫番式的智力遊戲,倉庫番_KAtomic,仓库番_KAtomic,仓库番式的智力游戏,仓库番_KAtomic,Sokoban_KAtomic,倉庫番_KAtomic,倉庫番式的智力遊戲,倉庫番_KAtomic,Game;
kblackbox.desktop,黑盒子_KBlackBox,黑盒子智力遊戲,黑盒子_KBlackBox,黑盒子_KBlackBox,黑盒子智力游戏,黑盒子_KBlackBox,LogicGame_KBlackBox,黑盒子_KBlackBox,黑盒子智力遊戲,黑盒子_KBlackBox,Game;
org.kde.kblackbox.desktop,黑盒子_KBlackBox,黑盒子智力遊戲,黑盒子_KBlackBox,黑盒子_KBlackBox,黑盒子智力游戏,黑盒子_KBlackBox,LogicGame_KBlackBox,黑盒子_KBlackBox,黑盒子智力遊戲,黑盒子_KBlackBox,Game;
kbreakout.desktop,打磚塊_KBreakOut,打磚塊遊戲,打磚塊_KBreakOut,打砖块_KBreakOut,打砖块游戏,打砖块_KBreakOut,BreakOut_KBreakOut,打磚塊_KBreakOut,打磚塊遊戲,打磚塊_KBreakOut,Game;
kbounce.desktop,彈力球_KBounce,彈力球遊戲,彈力球_KBounce,弹力球_KBounce,弹力球游戏,弹力球_KBounce,Game_KBounce,彈力球_KBounce,彈力球遊戲,彈力球_KBounce,Game;
kollision.desktop,躲避球_Kollision,訓練反應的躲避球遊戲,躲避球_Kollision,躲避球_Kollision,训练反应的躲避球游戏,躲避球_Kollision,Game_Kollision,躲避球_Kollision,訓練反應的躲避球遊戲,躲避球_Kollision,Game;
kolf.desktop,高爾夫球_Kolf,具有機關及各種打法的高爾夫球，是訓練思考力的運動類遊戲,高爾夫球_Kolf,高尔夫球_Kolf,具有机关及各种打法的高尔夫球，是训练思考力的运动类游戏,高尔夫球_Kolf,Game_Kolf,高爾夫球_Kolf,具有機關及各種打法的高爾夫球，是訓練思考力的運動類遊戲,高爾夫球_Kolf,Game;
kdesnake.desktop,吞食蛇_Ksnake,吞食蛇遊戲,吞食蛇_Ksnake,吞食蛇_Ksnake,吞食蛇游戏,吞食蛇_Ksnake,Game_Ksnake,吞食蛇_Ksnake,吞食蛇遊戲,吞食蛇_Ksnake,Game;
ktron.desktop,吞食蛇_KSnakeDuel,進階吞食蛇遊戲,吞食蛇_KSnakeDuel,吞食蛇_KSnakeDuel,高级吞食蛇游戏,吞食蛇_KSnakeDuel,Game_KSnakeDuel,吞食蛇_KSnakeDuel,進階吞食蛇遊戲,吞食蛇_KSnakeDuel,Game;
kigo.desktop,圍棋_Kigo,圍棋遊戲,圍棋_Kigo,围棋_Kigo,围棋游戏,围棋_Kigo,BoardGame_Kigo,圍棋_Kigo,圍棋遊戲,圍棋_Kigo,Game;
org.kde.kigo.desktop,圍棋_Kigo,圍棋遊戲,圍棋_Kigo,围棋_Kigo,围棋游戏,围棋_Kigo,BoardGame_Kigo,圍棋_Kigo,圍棋遊戲,圍棋_Kigo,Game;
kreversi.desktop,黑白棋_KReversi,黑白棋棋盤遊戲,黑白棋_KReversi,黑白棋_KReversi,黑白棋棋盘游戏,黑白棋_KReversi,BoardGame_KReversi,黑白棋_KReversi,黑白棋棋盤遊戲,黑白棋_KReversi,Game;
org.kde.kreversi.desktop,黑白棋_KReversi,黑白棋棋盤遊戲,黑白棋_KReversi,黑白棋_KReversi,黑白棋棋盘游戏,黑白棋_KReversi,BoardGame_KReversi,黑白棋_KReversi,黑白棋棋盤遊戲,黑白棋_KReversi,Game;
kfourinline.desktop,四子棋_KfourInLine,四子棋棋盤遊戲,四子棋_KfourInLine,四子棋_KfourInLine,四子棋棋盘游戏,四子棋_KfourInLine,BoardGame_KfourInLine,四子棋_KfourInLine,四子棋棋盤遊戲,四子棋_KfourInLine,Game;
org.kde.kfourinline.desktop,四子棋_KfourInLine,四子棋棋盤遊戲,四子棋_KfourInLine,四子棋_KfourInLine,四子棋棋盘游戏,四子棋_KfourInLine,BoardGame_KfourInLine,四子棋_KfourInLine,四子棋棋盤遊戲,四子棋_KfourInLine,Game;
kbovo.desktop,五子棋_kbovo,五子棋棋盤遊戲,五子棋_kbovo,五子棋_kbovo,五子棋棋盘游戏,五子棋_kbovo,BoardGame_kbovo,五子棋_kbovo,五子棋棋盤遊戲,五子棋_kbovo,Game;
bovo.desktop,五子棋_Bovo,五子棋棋盤遊戲,五子棋_Bovo,五子棋_Bovo,五子棋棋盘游戏,五子棋_Bovo,BoardGame_Bovo,五子棋_Bovo,五子棋棋盤遊戲,五子棋_Bovo,Game;
org.kde.bovo.desktop,五子棋_Bovo,五子棋棋盤遊戲,五子棋_Bovo,五子棋_Bovo,五子棋棋盘游戏,五子棋_Bovo,BoardGame_Bovo,五子棋_Bovo,五子棋棋盤遊戲,五子棋_Bovo,Game;
kajongg.desktop,麻將遊戲_Kajongg,傳統四人麻將遊戲,麻將遊戲_Kajongg,麻将游戏_Kajongg,传统四人麻将游戏,麻将游戏_Kajongg,Mahjongg_Kajongg,麻將遊戲_Kajongg,傳統四人麻將遊戲,麻將遊戲_Kajongg,Game;
kmahjongg.desktop,麻將遊戲_KMahjongg,訓練記憶配對的上海麻將遊戲,麻將遊戲_KMahjongg,麻将游戏_KMahjongg,训练记忆配对的上海麻将游戏,麻将游戏_KMahjongg,BoardGame_KMahjongg,麻將遊戲_KMahjongg,訓練記憶配對的上海麻將遊戲,麻將遊戲_KMahjongg,Game;
kshisen.desktop,麻將遊戲_Shisen-Sho,訓練記憶配對的四川省麻將遊戲,麻將遊戲_Shisen-Sho,麻将游戏_Shisen-Sho,训练记忆配对的四川省麻将游戏,麻将游戏_Shisen-Sho,BoardGame_Shisen-Sho,麻將遊戲_Shisen-Sho,訓練記憶配對的四川省麻將遊戲,麻將遊戲_Shisen-Sho,Game;
